OPIS Truckstop ID,Truckstop Name,Address,City,State,Rack ID,Retail Price,full_address,Latitude,Longitude
5424,WK TRUCK STOP,"US-231 & SR-9001, EXIT 75",Beaver Dam,KY,340,3.399,"US-231 & SR-9001, EXIT 75, Beaver Dam, KY",43.4577692,-88.837329
5435,MEADE AUTO AND TRUCK PLAZA,US-54,Meade                                   ,KS,525,3.799,"US-54, Meade                                   , KS",37.2091116,-100.396302
5436,PARKWAY MARATHON,"US-79, EXIT 94",Caneyville,KY,415,3.73233333,"US-79, EXIT 94, Caneyville, KY",37.4242184,-86.4883148
5446,PETRO STOPPING CENTER #308,"I-20, EXIT 8 & SR-526",Shreveport,LA,745,3.17566666,"I-20, EXIT 8 & SR-526, Shreveport, LA",32.5135356,-93.7477839
5462,BOOZER KWIK STOP,"I-15, EXIT 118",Idaho Falls                             ,ID,825,3.44733333,"I-15, EXIT 118, Idaho Falls                             , ID",43.4887907,-112.03628
5464,PILOT TRAVEL CENTERS #48,"I-65, EXIT 86",Glendale,KY,415,3.609,"I-65, EXIT 86, Glendale, KY",34.1469416,-118.2478471
5474,One9 #88,"I-95/SR-9, EXIT 201 & SR-520",Cocoa,FL,143,3.37566666,"I-95/SR-9, EXIT 201 & SR-520, Cocoa, FL",28.3556635,-80.7325345
5477,CHEVRON #383766,"I-5, EXIT 216",Halsey,OR,935,3.099,"I-5, EXIT 216, Halsey, OR",44.3796117,-123.110065
5479,PILOT TRAVEL CENTERS #94,"I-75, EXIT 161",Punta Gorda,FL,225,3.799,"I-75, EXIT 161, Punta Gorda, FL",26.9351529,-82.0512058
5479,PILOT TRAVEL CENTER #94,"I-75, EXIT 161",Punta Gorda,FL,225,3.799,"I-75, EXIT 161, Punta Gorda, FL",26.9351529,-82.0512058
5491,49ER FUEL CENTER,"I-75, EXIT 49",East Bernstadt                          ,KY,410,2.999,"I-75, EXIT 49, East Bernstadt                          , KY",37.1895318,-84.1177098
5492,BFS FOODS #68,"I-70, EXIT 3",Hancock                                 ,MD,22,4.129,"I-70, EXIT 3, Hancock                                 , MD",40.3941712,-91.1458063
5522,ONE9 #301,"I-55,  EXIT 40",Marston,MO,275,3.109,"I-55,  EXIT 40, Marston, MO",53.2740927,-2.4946362
5523,TA LIMON TRAVEL CENTER,"I-70, EXIT 359 & US-24",Limon,CO,800,3.92066666,"I-70, EXIT 359 & US-24, Limon, CO",46.968998,3.3786434
5529,FLYING J #549,"I-77, EXIT 100 & 101",Mount Airy,NC,65,3.599,"I-77, EXIT 100 & 101, Mount Airy, NC",36.4993877,-80.6072138
5537,HUCKS TRAVEL CENTER #51 DBA FLYING J #889,"I-57/I-64, EXIT 95 & SR-15",Mount Vernon,IL,574,3.459,"I-57/I-64, EXIT 95 & SR-15, Mount Vernon, IL",40.9125085,-73.8386504
5537,HUCKS TRAVEL CENTER #51 dba FLYING J #889,"I-57/I-64, EXIT 95 & SR-15",Mount Vernon,IL,574,3.499,"I-57/I-64, EXIT 95 & SR-15, Mount Vernon, IL",40.9125085,-73.8386504
5537,HUCKS TRAVEL CENTER #51 DBA FLYING J #889,"I-57/I-64, EXIT 95 & SR-15",Mount Vernon,IL,574,3.359,"I-57/I-64, EXIT 95 & SR-15, Mount Vernon, IL",40.9125085,-73.8386504
5537,HUCKS TRAVEL CENTER #51 DBA FLYING J #889,"I-57/I-64, EXIT 95 & SR-15",Mount Vernon,IL,574,3.599,"I-57/I-64, EXIT 95 & SR-15, Mount Vernon, IL",40.9125085,-73.8386504
5537,HUCKS TRAVEL CENTER #51 dba FLYING J #889,"I-57/I-64, EXIT 95 & SR-15",Mount Vernon,IL,574,3.399,"I-57/I-64, EXIT 95 & SR-15, Mount Vernon, IL",40.9125085,-73.8386504
5554,Southfork TRUCK STOP,"I-30, EXIT 63 & SR-53",Gurdon,AR,635,3.459,"I-30, EXIT 63 & SR-53, Gurdon, AR",33.9182285,-93.1488168
5560,MIDWAY TRAVEL PLAZA,I-70 EXIT 121 & US-40,Columbia,MO,310,3.539,"I-70 EXIT 121 & US-40, Columbia, MO",4.099917,-72.9088133
5569,TA EXPRESS NORWOOD #0450,US-60,Norwood,MO,535,3.449,"US-60, Norwood, MO",42.194543,-71.1994976
5570,PETRO STOPPING CENTER #310,"I-12, EXIT 40 & US-51 BUS",Hammond,LA,725,3.249,"I-12, EXIT 40 & US-51 BUS, Hammond, LA",41.6173959,-87.5220108
5579,SAPP BROS TRAVEL CENTER,US-30,Columbus,NE,486,3.219,"US-30, Columbus, NE",39.9622601,-83.0007065
5592,TA COLUMBIA NORTH,"I-20, EXIT 71 & US-21",Columbia,SC,46,3.439,"I-20, EXIT 71 & US-21, Columbia, SC",4.099917,-72.9088133
5597,CM LAKE CHARLES FUEL STOP 36,"I-10, EXIT 36 & SR-397",Lake Charles,LA,690,3.299,"I-10, EXIT 36 & SR-397, Lake Charles, LA",30.2305095,-93.2169807
5601,BP,"I-24, EXIT 16",Paducah,KY,490,3.429,"I-24, EXIT 16, Paducah, KY",37.0833893,-88.6000478
5603,TA NORTH CANTON TRAVEL CENTER,"I-77, EXIT 111",North Canton,OH,249,3.624,"I-77, EXIT 111, North Canton, OH",40.875891,-81.4023356
5606,FLYING J #511,"I-94, EXIT 147",Mandan,ND,273,3.95233333,"I-94, EXIT 147, Mandan, ND",46.826415,-100.889704
5607,RICE MART,"I-45 & FM 1603, EXIT 238",Rice,TX,630,3.019,"I-45 & FM 1603, EXIT 238, Rice, TX",38.3266261,-98.2007179
5608,SHOP A LOTT  #3,US-84 & US-171,Mansfield                               ,LA,766,3.13566666,"US-84 & US-171, Mansfield                               , LA",40.75839,-82.5154471
5613,CHEVRON #381108,"I-82, EXIT 36",Yakima,WA,925,3.999,"I-82, EXIT 36, Yakima, WA",46.601557,-120.510842
5618,MCCLURE OIL #52,"I-65/US-52, EXIT 140 & SR-32",Lebanon                                 ,IN,375,3.584,"I-65/US-52, EXIT 140 & SR-32, Lebanon                                 , IN",33.8750629,35.843409
5649,Fast Stop,"I-10, EXIT 182 & SR-22",Sorrento                                ,LA,623,3.699,"I-10, EXIT 182 & SR-22, Sorrento                                , LA",40.624906,14.374836
5651,LOVES TRAVEL STOP #303,"I-64, EXIT 43 & SR-395",Waddy,KY,415,3.749,"I-64, EXIT 43 & SR-395, Waddy, KY",38.1370153,-85.0743978
5659,TEX-BEST #526,US-59 & US-281,George West,TX,625,3.299,"US-59 & US-281, George West, TX",28.3318242,-98.1171612
5660,Pride Convenience Store,"I-90, EXIT 51 & I-291",Chicopee,MA,100,3.509,"I-90, EXIT 51 & I-291, Chicopee, MA",42.1487691,-72.6071119
5661,TA Express #287,"I-40, EXIT 288 & SR-111",Cookeville,TN,460,3.299,"I-40, EXIT 288 & SR-111, Cookeville, TN",36.1623886,-85.4997057
5667,PILOT TRAVEL CENTERS #393,"I-40, EXIT 24 & SR-209",Waynesville                             ,NC,210,3.759,"I-40, EXIT 24 & SR-209, Waynesville                             , NC",35.4887476,-82.9888725
5669,KWIK TRIP #497,I-90 EXIT 266 & CR-12,Dakota,MN,515,3.474,"I-90 EXIT 266 & CR-12, Dakota, MN",44.666655,-93.044911
5670,TA MOUNT VERNON TRAVEL CENTER,"I-57 & I-64, EXIT 95",Mount Vernon,IL,574,3.449,"I-57 & I-64, EXIT 95, Mount Vernon, IL",40.9125085,-73.8386504
5670,TA MOUNT VERNON TRAVEL CENTER,"I-57 & I-64, EXIT 95",Mount Vernon,IL,574,3.499,"I-57 & I-64, EXIT 95, Mount Vernon, IL",40.9125085,-73.8386504
5670,TA MOUNT VERNON TRAVEL CENTER,"I-57 & I-64, EXIT 95",Mount Vernon,IL,574,3.539,"I-57 & I-64, EXIT 95, Mount Vernon, IL",40.9125085,-73.8386504
5674,TA MADISON TRAVEL CENTER,"I-20, EXIT 114 & US-441",Madison,GA,16,3.89066666,"I-20, EXIT 114 & US-441, Madison, GA",43.07469,-89.3841663
5677,YESWAY #1178,CR-13,Kadoka,SD,506,3.189,"CR-13, Kadoka, SD",43.833882,-101.509866
5691,Pilot Travel Center #666,"I-94, EXIT 30",Benton Harbor,MI,465,3.059,"I-94, EXIT 30, Benton Harbor, MI",42.1167065,-86.4541894
5700,BEACON & BRIDGE #18,US-131 BUS,Big Rapids,MI,456,3.559,"US-131 BUS, Big Rapids, MI",43.698078,-85.483656
5700,BEACON & BRIDGE #18,US-131 BUS,Big Rapids,MI,456,3.319,"US-131 BUS, Big Rapids, MI",43.698078,-85.483656
5700,BEACON & BRIDGE #18,US-131 BUS,Big Rapids,MI,456,3.339,"US-131 BUS, Big Rapids, MI",43.698078,-85.483656
5718,TOOT N TOTUM #104,US-287,Dalhart,TX,585,3.199,"US-287, Dalhart, TX",36.0616092,-102.522223
5721,TA BALTIMORE SOUTH TRAVEL CENTER,"I-95, EXIT 41A & SR-175 & US-1",Jessup,MD,22,4.599,"I-95, EXIT 41A & SR-175 & US-1, Jessup, MD",39.1492746,-76.7752493
5729,MENOMONIE FARMERS UNION,"I-94, EXIT 45 & CR-B",Menomonie,WI,295,3.649,"I-94, EXIT 45 & CR-B, Menomonie, WI",44.8765289,-91.9278716
5730,SCOTTS QUICK STOP,SR-53 & SR-46,Marlette,MI,342,3.399,"SR-53 & SR-46, Marlette, MI",43.326969,-83.08022
5739,PILOT TRAVEL CENTERS #284,"I-75, EXIT 18",Monroe                                  ,MI,325,3.399,"I-75, EXIT 18, Monroe                                  , MI",41.0400423,-75.3249475
5739,PILOT TRAVEL CENTERS #284,"I-75, EXIT 18",Monroe                                  ,MI,325,3.299,"I-75, EXIT 18, Monroe                                  , MI",41.0400423,-75.3249475
5739,PILOT TRAVEL CENTERS #284,"I-75, EXIT 18",Monroe                                  ,MI,325,3.559,"I-75, EXIT 18, Monroe                                  , MI",41.0400423,-75.3249475
5739,PILOT TRAVEL CENTERS #284,"I-75, EXIT 18",Monroe                                  ,MI,325,3.249,"I-75, EXIT 18, Monroe                                  , MI",41.0400423,-75.3249475
5739,PILOT TRAVEL CENTERS #284,"I-75, EXIT 18",Monroe                                  ,MI,325,3.439,"I-75, EXIT 18, Monroe                                  , MI",41.0400423,-75.3249475
5751,TA LAKE PARK TRAVEL CENTER,"I-75,  EXIT 2",Lake Park,GA,20,3.31566666,"I-75,  EXIT 2, Lake Park, GA",43.455556,-95.3207429
5754,ROAD TRIP OASIS PERRY,"I-69, EXIT 105 & SR-52",Perry,MI,406,3.799,"I-69, EXIT 105 & SR-52, Perry, MI",40.3966461,-77.2890283
5754,ROAD TRIP OASIS PERRY,"I-69, EXIT 105 & SR-52",Perry,MI,406,3.699,"I-69, EXIT 105 & SR-52, Perry, MI",40.3966461,-77.2890283
5758,SPEEDY Q MARKET #8206,"I-94, EXIT 274",Port Huron                              ,MI,325,3.899,"I-94, EXIT 274, Port Huron                              , MI",42.9760854,-82.4333742
5770,Kwik Trip # 1281,"I-43, EXIT 107",Belgium                                 ,WI,444,3.25566666,"I-43, EXIT 107, Belgium                                 , WI",50.6402809,4.6667145
5771,DUNES AUTO TRUCK PLAZA,"I-94, EXIT 12",Sawyer,MI,465,3.499,"I-94, EXIT 12, Sawyer, MI",45.8731634,-91.1468287
5771,DUNES AUTO TRUCK PLAZA,"I-94, EXIT 12",Sawyer,MI,465,3.599,"I-94, EXIT 12, Sawyer, MI",45.8731634,-91.1468287
5774,PJ TRAVEL PLAZA,"I-80, EXIT 192 & SR-880",Loganton,PA,138,3.479,"I-80, EXIT 192 & SR-880, Loganton, PA",41.0347015,-77.3066113
5780,BILLS TRUCKSTOP,"I-85, EXIT 86                 ",Linwood                                 ,NC,65,3.449,"I-85, EXIT 86                 , Linwood                                 , NC",39.0013921,-95.0391356
5799,STAPLES OIL,"I-90, EXIT 146",Alden,MN,425,3.299,"I-90, EXIT 146, Alden, MN",42.5201895,-93.3762693
5801,TA WYTHEVILLE TRAVEL CENTER,"I-81, EXIT 72 & I-77, EXIT 41",Wytheville,VA,185,3.519,"I-81, EXIT 72 & I-77, EXIT 41, Wytheville, VA",36.9479966,-81.0869747
5821,TA PORTLAND TRAVEL CENTER,"I-5,  EXIT 278",Aurora,OR,935,4.03233333,"I-5,  EXIT 278, Aurora, OR",41.7571701,-88.3147539
5823,ENMARKET #863,"I-95, EXIT 8 & SR-88",Hardeeville,SC,195,3.08233333,"I-95, EXIT 8 & SR-88, Hardeeville, SC",32.2802665,-81.0726108
5830,115 TRUCKSTOP #5001,"I-94, EXIT 115",Marshall,MI,431,3.429,"I-94, EXIT 115, Marshall, MI",41.0324537,-89.2998456
5830,115 TRUCKSTOP #5001,"I-94, EXIT 115",Marshall,MI,431,3.499,"I-94, EXIT 115, Marshall, MI",41.0324537,-89.2998456
5830,115 TRUCKSTOP #5001,"I-94, EXIT 115",Marshall,MI,431,3.589,"I-94, EXIT 115, Marshall, MI",41.0324537,-89.2998456
5842,PETRO STOPPING CENTER #6367,"I-57,  EXIT 335",Monee,IL,290,3.459,"I-57,  EXIT 335, Monee, IL",41.4203482,-87.7447556
5842,PETRO STOPPING CENTER #6367,"I-57,  EXIT 335",Monee,IL,290,3.499,"I-57,  EXIT 335, Monee, IL",41.4203482,-87.7447556
5842,PETRO STOPPING CENTER #6367,"I-57,  EXIT 335",Monee,IL,290,3.399,"I-57,  EXIT 335, Monee, IL",41.4203482,-87.7447556
5860,SPEEDWAY #4610,"I-35, EXIT 59 & SR-21",Faribault,MN,448,3.759,"I-35, EXIT 59 & SR-21, Faribault, MN",43.6647961,-93.9510501
5873,SOUTHERN VALLEY COOP,ST 14 BYPASS,Mankato                                 ,MN,425,3.499,"ST 14 BYPASS, Mankato                                 , MN",44.1658533,-94.0028013
5901,ROTHSAY TRUCK STOP,"I-94, EXIT 38",Rothsay,MN,341,3.209,"I-94, EXIT 38, Rothsay, MN",46.4739548,-96.2808631
5903,Circle K #2746447,I-94/US-52 EXIT 127 & US-71/SR-28,Sauk Centre,MN,250,3.189,"I-94/US-52 EXIT 127 & US-71/SR-28, Sauk Centre, MN",45.737465,-94.9525216
5907,SPEEDWAY #4035,CR-101,Shakopee,MN,448,3.599,"CR-101, Shakopee, MN",44.7980186,-93.5268986
5909,SINCLAIR,"I-90, EXIT 233",Saint Charles,MN,515,3.529,"I-90, EXIT 233, Saint Charles, MN",38.783855,-90.481677
5927,HARRISONBURG TRAVEL CENTER,"I-81,  EXIT 243 & US-11",Harrisonburg,VA,185,2.899,"I-81,  EXIT 243 & US-11, Harrisonburg, VA",38.4493315,-78.8688833
5935,WESTHAMPTON VALERO,I-295 EXIT 47A,Mount Holly                             ,NJ,160,3.329,"I-295 EXIT 47A, Mount Holly                             , NJ",39.9928898,-74.7876624
5942,EXPRESS MART TRUCK STOP,"I-55, EXIT 185 & US-67/US-61",Barnhart,MO,540,2.99733333,"I-55, EXIT 185 & US-67/US-61, Barnhart, MO",38.3397205,-90.4067425
5944,LAKE MILLS TRAVEL PLAZA,"I-94, EXIT 259 & SR- 89/CR-G",Lake Mills,WI,420,3.36066666,"I-94, EXIT 259 & SR- 89/CR-G, Lake Mills, WI",43.4193665,-93.5336177
5946,PILOT TRAVEL CENTERS #918,I-90 EXIT 55,Rapid City,SD,506,3.999,"I-90 EXIT 55, Rapid City, SD",44.0806041,-103.228023
5949,EXXON,US-59 & LOOP 151,Texarkana                               ,TX,723,3.16566666,"US-59 & LOOP 151, Texarkana                               , TX",33.4466745,-94.0771483
5951,ROAD RANGER #157,I-64 EXIT 41,Okawville,IL,540,3.799,"I-64 EXIT 41, Okawville, IL",38.4342164,-89.5503676
5963,OZONA ONE STOP,"I-10, EXIT 372",Ozona                                   ,TX,710,2.98233333,"I-10, EXIT 372, Ozona                                   , TX",30.7127575,-101.2118253
5965,TRUCK TOWNE,I-29 EXIT 47 & SR-46,Beresford                               ,SD,572,3.159,"I-29 EXIT 47 & SR-46, Beresford                               , SD",43.0806132,-96.7742341
5971,WACO TRAVEL CENTER,SR-19,Perry,FL,20,3.699,"SR-19, Perry, FL",40.3966461,-77.2890283
5979,TA LAFAYETTE TRAVEL CENTER,"I-10 & SR-182, EXIT 101",Lafayette,LA,600,3.134,"I-10 & SR-182, EXIT 101, Lafayette, LA",30.2262187,-92.0178202
5980,THRIFT MART TRUCK PLAZA,"I-85/US-460, EXIT 63A & US-1/US-460 BUS",Petersburg,VA,180,3.199,"I-85/US-460, EXIT 63A & US-1/US-460 BUS, Petersburg, VA",37.227928,-77.4019268
5990,360 TRUCK STOP,US-360,Amelia Court House,VA,180,3.599,"US-360, Amelia Court House, VA",37.336473,-77.9890972
5996,Fast Stop Travel Centers #1134,"I-80/US-30, EXIT 99 & US-191/SR-373",Rock Springs,WY,827,3.499,"I-80/US-30, EXIT 99 & US-191/SR-373, Rock Springs, WY",41.5860557,-109.2194544
5999,PILOT TRAVEL STOP #492,"I-30, EXIT 78 & SR-7",Arkadelphia,AR,635,3.559,"I-30, EXIT 78 & SR-7, Arkadelphia, AR",34.1209292,-93.053784
5999,PILOT TRAVEL CENTER #492,"I-30, EXIT 78 & SR-7",Arkadelphia,AR,635,3.499,"I-30, EXIT 78 & SR-7, Arkadelphia, AR",34.1209292,-93.053784
6001,ALLSUPS #2392,US-70 & US-285,Roswell,NM,700,3.199,"US-70 & US-285, Roswell, NM",33.3943282,-104.5229518
6009,CASEYS #2652,US-65 & US-36,Chillicothe,MO,400,3.289,"US-65 & US-36, Chillicothe, MO",39.3331197,-82.9824019
6010,SEGOVIA TRUCK STOP,"I-10, EXIT 465",Junction,TX,739,2.999,"I-10, EXIT 465, Junction, TX",30.4893555,-99.7720109
6018,TA BLOOMINGTON TRAVEL CENTER,"I-55, I-74 & I-39 , EXIT 160",Bloomington,IL,280,3.619,"I-55, I-74 & I-39 , EXIT 160, Bloomington, IL",39.1670396,-86.5342881
6018,TA BLOOMINGTON TRAVEL CENTER,"I-55, I-74 & I-39 , EXIT 160",Bloomington,IL,280,3.649,"I-55, I-74 & I-39 , EXIT 160, Bloomington, IL",39.1670396,-86.5342881
6018,TA BLOOMINGTON TRAVEL CENTER,"I-55, I-74 & I-39 , EXIT 160",Bloomington,IL,280,3.599,"I-55, I-74 & I-39 , EXIT 160, Bloomington, IL",39.1670396,-86.5342881
6018,TA BLOOMINGTON TRAVEL CENTER,"I-55, I-74 & I-39 , EXIT 160",Bloomington,IL,280,3.449,"I-55, I-74 & I-39 , EXIT 160, Bloomington, IL",39.1670396,-86.5342881
6018,TA BLOOMINGTON TRAVEL CENTER,"I-55, I-74 & I-39 , EXIT 160",Bloomington,IL,280,3.539,"I-55, I-74 & I-39 , EXIT 160, Bloomington, IL",39.1670396,-86.5342881
6033,EMERY'S,US-54,Deerfield,MO,277,3.349,"US-54, Deerfield, MO",42.1711365,-87.8445119
6037,CRYSTAL OIL,"I-129/US-20/US-75,  EXIT 2",South Sioux City,NE,527,3.549,"I-129/US-20/US-75,  EXIT 2, South Sioux City, NE",42.4742963,-96.4135909
6041,COCKERHAM FUEL CENTER #4,"I-77, EXIT 14 & US-58/US-221",Hillsville,VA,185,3.28233333,"I-77, EXIT 14 & US-58/US-221, Hillsville, VA",36.7662528,-80.7370242
6047,FAST LANE #26,US-61,Eolia,MO,494,3.099,"US-61, Eolia, MO",41.3118499,-72.1209271
6051,CIRCLE K #2709846,"I-25, EXIT 240",Longmont,CO,800,3.05733333,"I-25, EXIT 240, Longmont, CO",40.1672117,-105.101928
6057,PILOT TRAVEL CENTER #903,"I-70/US-40, EXIT 252",Salina,KS,523,3.759,"I-70/US-40, EXIT 252, Salina, KS",38.8402805,-97.6114237
6057,PILOT TRAVEL CENTERS #903,"I-70/US-40, EXIT 252",Salina,KS,523,3.779,"I-70/US-40, EXIT 252, Salina, KS",38.8402805,-97.6114237
6058,MOTOR INN AUTO TRUCK STOP,I-75 EXIT 110,Mendon,OH,370,3.199,"I-75 EXIT 110, Mendon, OH",40.0883795,-91.2837565
6068,AYERCO #24,US-61 & CR MM,Hannibal,MO,494,3.099,"US-61 & CR MM, Hannibal, MO",39.7082498,-91.3587413
6082,Palmetto Truck Plaza,US-27/SR-25 & SR-826,Hialeah,FL,95,3.399,"US-27/SR-25 & SR-826, Hialeah, FL",25.8267775,-80.2814009
6083,BP,"I-35, EXIT 33",Holt                                    ,MO,400,3.049,"I-35, EXIT 33, Holt                                    , MO",40.0989571,-95.2134565
6087,BREAK TIME #3173,US-54 & CR-HH,Fulton,MO,310,3.299,"US-54 & CR-HH, Fulton, MO",34.0581147,-84.2961712
6093,ONE9 #901,"I-80 & US-183, EXIT 257",Elm Creek,NE,330,2.96566666,"I-80 & US-183, EXIT 257, Elm Creek, NE",40.7174179,-99.3732957
6096,Waverly Travel Center,US-23,Waverly                                 ,OH,315,3.41566666,"US-23, Waverly                                 , OH",42.7258451,-92.4746033
6097,SAPP BROS TRAVEL CENTER,"I-80, EXIT 263",Elm Creek,NE,330,3.18733333,"I-80, EXIT 263, Elm Creek, NE",40.7174179,-99.3732957
6106,TA HUNTINGTON,"I-84, EXIT 353",Huntington,OR,982,3.639,"I-84, EXIT 353, Huntington, OR",38.4192496,-82.445154
6111,HAWGS EXXON,US-167/SR-25,Batesville                              ,AR,418,3.359,"US-167/SR-25, Batesville                              , AR",35.7708144,-91.6531128
6150,CIRCLE K #2723707,"I-81,  EXIT 150",Troutville,VA,65,3.06566666,"I-81,  EXIT 150, Troutville, VA",37.4181901,-79.8747687
6154,TA MOBILE TRAVEL CENTER,"I-10,  EXIT 4",Grand Bay,AL,715,3.13566666,"I-10,  EXIT 4, Grand Bay, AL",30.4722153,-88.3465463
6164,PILOT TRAVEL CENTER #268,"I-80/US-6, EXIT 284",Walcott,IA,270,3.859,"I-80/US-6, EXIT 284, Walcott, IA",41.5857364,-90.7744597
6164,PILOT TRAVEL CENTERS #268,"I-80/US-6, EXIT 284",Walcott,IA,270,3.88566666,"I-80/US-6, EXIT 284, Walcott, IA",41.5857364,-90.7744597
6165,TEMP STOP #117,I-70 & GRAIN VALLEY RD EXIT 24,Grain Valley,MO,400,2.959,"I-70 & GRAIN VALLEY RD EXIT 24, Grain Valley, MO",39.0187651,-94.1976452
6167,PILOT TRAVEL CENTERS #167,US-71,Nevada,MO,277,3.49566666,"US-71, Nevada, MO",39.5158825,-116.853722
6172,SPEEDWAY #2319,"I-96, EXIT 77",Portland,MI,431,3.699,"I-96, EXIT 77, Portland, MI",45.5202471,-122.674194
6172,SPEEDWAY #2319,"I-96, EXIT 77",Portland,MI,431,3.549,"I-96, EXIT 77, Portland, MI",45.5202471,-122.674194
6173,PILOT TRAVEL CENTERS #21,"I-94, EXIT 167",Dexter,MI,325,3.659,"I-94, EXIT 167, Dexter, MI",41.5165588,-94.2282377
6173,PILOT TRAVEL CENTERS #21,"I-94, EXIT 167",Dexter,MI,325,3.599,"I-94, EXIT 167, Dexter, MI",41.5165588,-94.2282377
6173,PILOT TRAVEL CENTERS #21,"I-94, EXIT 167",Dexter,MI,325,3.579,"I-94, EXIT 167, Dexter, MI",41.5165588,-94.2282377
6173,PILOT TRAVEL CENTERS #21,"I-94, EXIT 167",Dexter,MI,325,3.649,"I-94, EXIT 167, Dexter, MI",41.5165588,-94.2282377
6175,ONVO TRAVEL PLAZA - MIFFLINTOWN,US-322/US-22 & SR-35,Mifflintown,PA,138,3.479,"US-322/US-22 & SR-35, Mifflintown, PA",40.5697996,-77.3969339
6179,HENDERSON TRAVEL PLAZA,"I-10, EXIT 115 & SR-347",Breaux Bridge                           ,LA,690,3.38566666,"I-10, EXIT 115 & SR-347, Breaux Bridge                           , LA",30.2735323,-91.8992837
6180,Circle #4703923,"I-24, EXIT 180B & US-27",Chattanooga,TN,285,2.78566666,"I-24, EXIT 180B & US-27, Chattanooga, TN",35.0457219,-85.3094883
6182,Exxon,"I-20, EXIT 205 & SR-46",Heflin,AL,587,3.01566666,"I-20, EXIT 205 & SR-46, Heflin, AL",33.6489948,-85.5874584
6188,SIGNAL FOOD STORE #112,US-65 & SR-J,Ozark,MO,535,2.999,"US-65 & SR-J, Ozark, MO",36.6467816,-92.4575198
6198,DAVIS TRAVEL CENTER #102,"I-95/US-301, EXIT 33 & SR-602",Stony Creek,VA,180,3.06566666,"I-95/US-301, EXIT 33 & SR-602, Stony Creek, VA",36.9479277,-77.4008113
6200,KWIK FILL #388,"I-80, EXIT 29 & SR-8",Harrisville,PA,165,3.404,"I-80, EXIT 29 & SR-8, Harrisville, PA",44.656402,-83.294689
6206,PETRO PORTAGE,"I-90 & I-94, EXIT 108-A",Portage,WI,420,3.80733333,"I-90 & I-94, EXIT 108-A, Portage, WI",41.1496775,-81.2082
6212,MR FUEL,"I-55, EXIT 180",Pevely,MO,540,3.01566666,"I-55, EXIT 180, Pevely, MO",38.2833879,-90.3951204
6214,PIONEER Travel Plaza,"I-41, EXIT 60 & SR-145",Richfield,WI,444,3.21566666,"I-41, EXIT 60 & SR-145, Richfield, WI",44.8766431,-93.2877877
6215,FUEL HUB,"I-87, EXIT 21B",West Coxsackie,NY,12,3.599,"I-87, EXIT 21B, West Coxsackie, NY",42.3606399,-73.8167921
6218,LOVES TRAVEL STOP #215,"I-40, EXIT 16 & US-40 BUS/US-66",Gallup,NM,580,3.43733333,"I-40, EXIT 16 & US-40 BUS/US-66, Gallup, NM",35.5283506,-108.743907
6219,SCHATZ CROSSROADS,US-2 /US-52,Minot,ND,452,3.549,"US-2 /US-52, Minot, ND",47.6698594,4.8786165
6221,LOVES TRAVEL STOP #214,I-10 EXIT 37,El Paso,TX,640,3.07566666,"I-10 EXIT 37, El Paso, TX",31.7601001,-106.4870476
6222,QUIKTRIP #236,"I-29/US-71, EXIT 18 & SR-92",Platte City,MO,400,2.999,"I-29/US-71, EXIT 18 & SR-92, Platte City, MO",39.3671841,-94.7795799
6227,MARLOWS FUEL CENTER,"I-20, EXIT 479",Dallas                                  ,TX,630,3.24066666,"I-20, EXIT 479, Dallas                                  , TX",32.7762719,-96.7968559
6229,FUEL MART #764,"I-70, EXIT 66 & SR- 54",South Vienna                            ,OH,315,3.129,"I-70, EXIT 66 & SR- 54, South Vienna                            , OH",39.9270046,-83.6124236
6232,OASIS TRUCK STOP,"I-44 & SR-133, MM 145",Richland,MO,416,3.324,"I-44 & SR-133, MM 145, Richland, MO",38.7060457,-88.0949352
6242,TA FORISTELL TRAVEL CENTER,"I-70, EXIT 203",Foristell,MO,540,3.019,"I-70, EXIT 203, Foristell, MO",38.8150501,-90.955972
6243,GARDEN INN TRAVEL PLAZA,US-60/US-63,Cabool,MO,535,3.299,"US-60/US-63, Cabool, MO",37.123941,-92.1012678
6251,BREAUX BRIDGE VALERO #1408,"I-10 & SR-347, EXIT 115",Breaux Bridge,LA,730,3.499,"I-10 & SR-347, EXIT 115, Breaux Bridge, LA",30.2735323,-91.8992837
6252,PILOT TRAVEL CENTERS #12,I-80 & I-90 EXIT 71,Perrysburg,OH,550,3.759,"I-80 & I-90 EXIT 71, Perrysburg, OH",41.5571178,-83.6279321
6258,CASEYS #6342,"I-29, EXIT 144 & US-169",Saint Joseph,MO,400,3.169,"I-29, EXIT 144 & US-169, Saint Joseph, MO",49.5344534,-1.529802
6271,TA DENTON TRAVEL CENTER,"I-35, EXIT 471 & US-77",Denton,TX,630,3.254,"I-35, EXIT 471 & US-77, Denton, TX",33.1838787,-97.1413417
6275,TA SEATTLE EAST TRAVEL CENTER,"I-90, EXIT 34",North Bend,WA,962,3.959,"I-90, EXIT 34, North Bend, WA",47.4957757,-121.784889
6275,TA SEATTLE EAST TRAVEL CENTER,"I-90, EXIT 34",North Bend,WA,962,3.899,"I-90, EXIT 34, North Bend, WA",47.4957757,-121.784889
6275,TA SEATTLE EAST TRAVEL CENTER,"I-90, EXIT 34",North Bend,WA,962,3.859,"I-90, EXIT 34, North Bend, WA",47.4957757,-121.784889
